player,upload_date,video_id,url,avg_angry,avg_disgust,avg_fear,avg_happy,avg_sad,avg_surprise,avg_neutral,dominant_emotion,frames_analyzed,historical_gmsc_avg,next_game_gmsc
Andrew Wiggins,2022-06-09 000000,dAGSItRYzgE,https://www.youtube.com/watch?v=dAGSItRYzgE,49.2806,0.0724,5.3407,7.4073,18.8484,1.046,18.0046,angry,50,12.08,13.1
Andrew Wiggins,2022-06-03 000000,31WvwUpqiZk,https://www.youtube.com/watch?v=31WvwUpqiZk,13.8513,0.0349,26.8909,0.9492,22.2419,2.4954,33.5365,neutral,50,12.16,5.4
Andrew Wiggins,2022-05-27 000000,iNtL5JqP-wo,https://www.youtube.com/watch?v=iNtL5JqP-wo,23.2309,0.0438,4.2998,2.6665,47.2499,0.177,22.3321,sad,50,12.12,15.5
Andrew Wiggins,2022-05-23 000000,0EB-wE-uFso,https://www.youtube.com/watch?v=0EB-wE-uFso,12.2471,0.0576,15.3392,3.2421,31.9996,0.5479,36.5664,neutral,50,12.12,9.5
Andrew Wiggins,2022-05-10 000000,jEvyYpygmo4,https://www.youtube.com/watch?v=jEvyYpygmo4,4.5657,0.0031,53.4839,0.6889,17.4572,14.0422,9.759,fear,50,12.09,0.4
Andrew Wiggins,2022-05-04 000000,Rxi-DvuBGHo,https://www.youtube.com/watch?v=Rxi-DvuBGHo,4.4163,2.2253,46.2752,1.2164,10.4668,13.4644,21.9356,fear,50,12.0,15.5
Andrew Wiggins,2022-03-24 000000,QJd2iC1svCs,https://www.youtube.com/watch?v=QJd2iC1svCs,28.6517,0.002,10.7555,45.345,3.0089,0.7938,11.4432,happy,49,12.25,6.1
Andrew Wiggins,2022-02-10 000000,zHFT7HuPslQ,https://www.youtube.com/watch?v=zHFT7HuPslQ,10.3453,0.0002,6.7467,12.9311,52.6862,2.8424,14.4482,sad,50,12.83,15.3
Andrew Wiggins,2022-01-30 000000,tjkhK2pKTZs,https://www.youtube.com/watch?v=tjkhK2pKTZs,34.5787,0.0204,1.6064,3.1006,38.7789,1.1886,20.7265,sad,50,12.97,21.6
Andrew Wiggins,2022-01-24 000000,ex_HsPHOZu0,https://www.youtube.com/watch?v=ex_HsPHOZu0,19.9408,0.005,28.2293,1.7293,30.8005,5.1161,14.179,sad,50,12.66,10.5
Andrew Wiggins,2022-01-04 000000,divtVvfadI4,https://www.youtube.com/watch?v=divtVvfadI4,23.9293,0.0082,2.8047,3.3812,31.6808,17.3287,20.8672,sad,50,13.45,14.9
Andrew Wiggins,2022-01-02 000000,C_Pkz19wdkc,https://www.youtube.com/watch?v=C_Pkz19wdkc,26.8506,0.0001,2.003,2.1459,38.0694,0.0031,30.9279,sad,50,13.26,19.3
Andrew Wiggins,2021-12-15 000000,eaz2GKQMKlI,https://www.youtube.com/watch?v=eaz2GKQMKlI,24.5891,0.0287,12.1787,36.2372,6.8142,2.4458,17.7062,happy,50,12.86,21.9
Andrew Wiggins,2021-12-07 000000,8I_eMO2DFvc,https://www.youtube.com/watch?v=8I_eMO2DFvc,27.4741,0.0047,5.1402,1.2702,37.8325,3.774,24.5043,sad,50,12.91,12.5
Andrew Wiggins,2021-12-04 000000,nNAHhCxKx_Y,https://www.youtube.com/watch?v=nNAHhCxKx_Y,25.4073,0.0786,5.5454,4.2064,31.6895,1.4576,31.6152,sad,50,12.75,7.9
Andrew Wiggins,2021-11-25 000000,FnLH0k3t77M,https://www.youtube.com/watch?v=FnLH0k3t77M,15.0408,0.004,9.1109,2.8184,50.7284,3.3745,18.923,sad,50,13.12,20.3
Andrew Wiggins,2021-11-20 000000,iDaBnmF85tg,https://www.youtube.com/watch?v=iDaBnmF85tg,9.5641,0.0122,22.251,16.0199,11.0986,6.9043,34.1499,neutral,50,12.26,25.8
Andrew Wiggins,2021-11-11 000000,YLcGTQFxD0I,https://www.youtube.com/watch?v=YLcGTQFxD0I,11.1068,0.1723,11.5043,2.9845,39.3884,0.6126,34.231,sad,50,11.76,11.7
Andrew Wiggins,2021-10-22 000000,gt0dnkiN4ok,https://www.youtube.com/watch?v=gt0dnkiN4ok,19.5942,0.0139,11.3681,0.3543,49.7473,0.0014,18.9207,sad,11,10.65,11.5
LeBron James,2021-12-30 000000,#NAME?,https://www.youtube.com/watch?v=-Nlt6MDpImY,22.682,0.0056,9.1389,4.5393,20.9328,0.8679,41.8334,neutral,50,22.82,40.8
LeBron James,2021-12-29 000000,7qCXBVTIkE8,https://www.youtube.com/watch?v=7qCXBVTIkE8,20.1767,0.2433,25.3036,1.7874,25.2833,2.0046,25.2011,fear,50,22.41,32.3
LeBron James,2021-12-26 000000,xt1vwNJYp_s,https://www.youtube.com/watch?v=xt1vwNJYp_s,24.7043,0.731,12.5686,3.4827,47.6897,3.4201,7.4037,sad,50,21.94,32.8
LeBron James,2021-12-24 000000,mlJpWk5zAD8,https://www.youtube.com/watch?v=mlJpWk5zAD8,12.5529,0.0313,16.3874,2.7048,50.4324,3.0609,14.8303,sad,50,21.34,34.6
LeBron James,2021-12-22 000000,_SxWeK5ZreY,https://www.youtube.com/watch?v=_SxWeK5ZreY,11.5539,0.1535,8.039,22.9492,31.2846,0.8971,25.1227,sad,50,20.94,29.3
LeBron James,2021-12-18 000000,DPVSJ5u5QnE,https://www.youtube.com/watch?v=DPVSJ5u5QnE,19.577,0.0094,7.7308,34.9089,8.7607,3.4307,25.5825,happy,50,20.28,24.7
LeBron James,2021-12-13 000000,tEyaGYlqloE,https://www.youtube.com/watch?v=tEyaGYlqloE,12.3495,0.0417,11.6885,11.9987,50.8688,5.2002,7.8526,sad,50,20.92,16.9
LeBron James,2021-12-10 000000,FYsM8dBFo0Y,https://www.youtube.com/watch?v=FYsM8dBFo0Y,16.1729,0.0011,18.3061,32.2079,2.5296,18.1751,12.6073,happy,50,19.81,31.1
LeBron James,2021-12-04 000000,ymu8a5iAL28,https://www.youtube.com/watch?v=ymu8a5iAL28,5.2889,0.0444,32.0771,0.0128,40.7458,1.1588,20.6722,sad,50,19.22,23.6
LeBron James,2021-11-27 000000,fyICYTeOaHA,https://www.youtube.com/watch?v=fyICYTeOaHA,1.0229,0.0009,3.334,5.0638,77.7526,0.0018,12.8241,sad,50,18.34,30.7
LeBron James,2021-10-30 000000,qtXwqclCLEg,https://www.youtube.com/watch?v=qtXwqclCLEg,8.4431,0.0847,6.8334,9.5872,27.724,1.8865,45.4411,neutral,50,17.95,14.5
LeBron James,2021-10-25 000000,JrRFW29aP2U,https://www.youtube.com/watch?v=JrRFW29aP2U,6.4317,0.0075,46.7802,5.8306,35.6288,0.0089,5.3122,fear,50,18.0,17.8
Mikal Bridges,2022-05-16 000000,cgVr7p3vLC0,https://www.youtube.com/watch?v=cgVr7p3vLC0,3.5497,0.0075,61.3131,0.3754,11.4248,1.6871,21.6424,fear,50,12.01,
Mikal Bridges,2022-04-27 000000,XzH_0qnmPgI,https://www.youtube.com/watch?v=XzH_0qnmPgI,6.0884,0.0052,9.2705,30.5605,11.0627,3.1014,39.9113,neutral,50,12.26,12.3
Mikal Bridges,2022-04-20 000000,OO0__QOjlAY,https://www.youtube.com/watch?v=OO0__QOjlAY,6.8315,0.0007,20.0335,0.9916,14.6589,31.5176,25.9661,neutral,50,12.1,13.8
Mikal Bridges,2022-04-09 000000,zR99Mg0yZ_I,https://www.youtube.com/watch?v=zR99Mg0yZ_I,4.3355,0.003,31.0434,2.1047,24.1283,9.9338,28.4512,fear,50,12.24,-0.7
Mikal Bridges,2022-04-02 000000,1XmjHQhZ_yc,https://www.youtube.com/watch?v=1XmjHQhZ_yc,2.7697,0.0272,42.1671,9.4708,20.1033,2.2783,23.1835,fear,50,12.33,9.1
Mikal Bridges,2022-03-31 000000,fPUVH1m0ZbM,https://www.youtube.com/watch?v=fPUVH1m0ZbM,6.296,0.0068,15.2245,3.9665,25.0594,1.4522,47.9946,neutral,50,12.29,15.7
Mikal Bridges,2022-03-21 000000,KwQy19frUrg,https://www.youtube.com/watch?v=KwQy19frUrg,3.5993,0.0011,1.5962,1.5073,28.8837,0.0651,64.3473,neutral,50,12.14,14.4
Mikal Bridges,2022-03-16 000000,Rb-soT89LEM,https://www.youtube.com/watch?v=Rb-soT89LEM,9.9209,0.3538,23.8628,3.8692,31.316,2.2641,28.4133,neutral,50,11.9,23.7
Mikal Bridges,2022-03-12 000000,MzGgefHjXZA,https://www.youtube.com/watch?v=MzGgefHjXZA,3.1655,0.001,26.1776,0.2032,39.9409,1.2579,29.2539,sad,50,11.76,18.6
Mikal Bridges,2022-03-10 000000,SfLEAIBH4H0,https://www.youtube.com/watch?v=SfLEAIBH4H0,2.7466,0.0044,63.8617,2.7354,3.8235,9.7527,17.0756,fear,50,11.8,9.3
Mikal Bridges,2022-02-17 000000,jDxjACmOsZM,https://www.youtube.com/watch?v=jDxjACmOsZM,2.5412,0.0174,25.8373,3.2219,24.2484,3.3426,40.7912,neutral,50,11.52,18.7
Mikal Bridges,2022-02-16 000000,hLzNG3wN9tw,https://www.youtube.com/watch?v=hLzNG3wN9tw,1.8141,0.0045,14.9512,4.4009,37.5815,0.1855,41.0622,neutral,50,11.5,12.7
Mikal Bridges,2022-02-11 000000,Hl2-p_g3hwY,https://www.youtube.com/watch?v=Hl2-p_g3hwY,4.5818,0.0103,31.0908,19.5516,21.7999,2.8552,20.1104,fear,50,11.4,12.6
Mikal Bridges,2022-02-09 000000,S47M_ZAA3Mg,https://www.youtube.com/watch?v=S47M_ZAA3Mg,18.739,0.0027,23.7907,4.011,21.657,0.1276,31.6719,neutral,50,11.35,14.2
Mikal Bridges,2022-02-02 000000,9dV5W51xEzE,https://www.youtube.com/watch?v=9dV5W51xEzE,20.6184,0.0004,23.9397,35.1487,3.776,1.5309,14.986,happy,50,10.98,19.9
Mikal Bridges,2022-01-29 000000,JjgCgB8tCWs,https://www.youtube.com/watch?v=JjgCgB8tCWs,5.5592,0.0009,17.9664,5.6418,32.6935,3.1452,34.9929,sad,50,10.36,22.6
Mikal Bridges,2022-01-23 000000,#NAME?,https://www.youtube.com/watch?v=-kROonsa0nw,1.7453,0.0202,19.343,3.0556,6.704,4.1507,64.9812,neutral,50,10.42,6.6
Mikal Bridges,2022-01-09 000000,WsC1QgIQJWQ,https://www.youtube.com/watch?v=WsC1QgIQJWQ,1.9083,0.0032,25.5522,10.0984,21.3851,0.874,40.1787,neutral,50,10.48,5.4
Mikal Bridges,2022-01-05 000000,Pfgxhl26D_I,https://www.youtube.com/watch?v=Pfgxhl26D_I,5.9551,0.121,17.0687,22.7472,16.6452,0.2874,37.1754,neutral,50,10.47,3.8
Mikal Bridges,2021-12-26 000000,cLm4siNZ5hg,https://www.youtube.com/watch?v=cLm4siNZ5hg,0.0709,0.0777,0.8578,22.6795,36.4844,0.0013,39.8284,neutral,50,10.47,10.9
Mikal Bridges,2021-12-14 000000,r3vxFi5imh0,https://www.youtube.com/watch?v=r3vxFi5imh0,23.7467,0.1104,16.1298,11.94,24.7216,3.7479,19.6036,sad,50,10.8,5.9
Paul George,2022-04-07 000000,LEmiUjP2MPk,https://www.youtube.com/watch?v=LEmiUjP2MPk,7.3955,0.1958,31.5732,0.2892,42.3526,3.0931,15.1005,sad,50,16.53,24.0
Paul George,2022-03-30 000000,CGdPvq-mN0Q,https://www.youtube.com/watch?v=CGdPvq-mN0Q,11.5115,0.0281,13.3439,0.0687,13.5661,2.6161,58.8655,neutral,50,16.8,11.9
Paul George,2021-12-21 000000,iKFUOtUm3VQ,https://www.youtube.com/watch?v=iKFUOtUm3VQ,2.5751,0.0008,8.2118,0.0124,9.6539,0.0772,79.4687,neutral,50,16.36,15.1
Paul George,2021-12-07 000000,RYXp4fc0K1Y,https://www.youtube.com/watch?v=RYXp4fc0K1Y,1.3849,0.0013,55.7336,0.4235,9.8329,21.2062,11.4175,fear,50,16.21,19.9
Paul George,2021-11-24 000000,dkYM5ApPhLA,https://www.youtube.com/watch?v=dkYM5ApPhLA,2.4892,0.0,13.1629,0.0102,0.6263,3.2209,80.4905,neutral,50,17.81,5.5
Paul George,2021-11-19 000000,q8sMFnJxUNg,https://www.youtube.com/watch?v=q8sMFnJxUNg,0.2795,0.0539,24.217,24.5804,19.7354,13.5765,17.5574,fear,50,18.71,9.5
Paul George,2021-11-15 000000,wVEl2jAak0o,https://www.youtube.com/watch?v=wVEl2jAak0o,0.1321,0.0005,3.8546,0.0372,0.2582,4.9303,90.787,neutral,50,18.42,21.9
Paul George,2021-11-12 000000,Epx7iedAYIM,https://www.youtube.com/watch?v=Epx7iedAYIM,14.0098,0.1489,30.0157,0.9469,3.8431,13.7675,37.2681,neutral,50,18.77,16.2
Paul George,2021-11-10 000000,cPq8bm4dsNg,https://www.youtube.com/watch?v=cPq8bm4dsNg,0.8307,0.016,13.8305,2.3024,1.3224,4.6819,77.0161,neutral,50,18.75,19.0
Paul George,2021-11-04 000000,5fG_7MZfMqM,https://www.youtube.com/watch?v=5fG_7MZfMqM,1.4325,0.0048,5.5494,3.8183,5.1412,15.7208,68.3329,neutral,50,21.81,10.8
Paul George,2021-11-02 000000,n9WFsao8ffw,https://www.youtube.com/watch?v=n9WFsao8ffw,0.4032,0.0001,9.5098,0.417,0.3145,0.2541,89.1013,neutral,50,21.5,23.7
Paul George,2021-10-30 000000,9QhMVflmDdA,https://www.youtube.com/watch?v=9QhMVflmDdA,4.7202,0.0015,41.7076,0.9904,18.9584,5.0747,28.5472,fear,50,20.74,25.3
Paul George,2021-10-28 000000,RdY8g-nl09k,https://www.youtube.com/watch?v=RdY8g-nl09k,6.9462,0.1724,33.6591,0.0698,2.1431,56.2307,0.7787,surprise,50,18.15,31.1
Paul George,2021-10-22 000000,5gD5KWsP-6U,https://www.youtube.com/watch?v=5gD5KWsP-6U,10.1929,0.0621,42.5906,0.4487,18.9518,20.3929,7.361,fear,50,23.4,33.5
Reggie Jackson,2022-03-17 000000,YOo75w5iPsI,https://www.youtube.com/watch?v=YOo75w5iPsI,0.7533,0.0001,30.2193,0.9264,1.463,0.4197,66.2182,neutral,50,10.62,2.8
Reggie Jackson,2022-03-12 000000,aWvuYR-_ing,https://www.youtube.com/watch?v=aWvuYR-_ing,21.7865,0.0063,62.5288,0.2048,3.2751,0.1495,12.0489,fear,50,10.47,15.4
Reggie Jackson,2022-03-04 000000,iPkpmUpM40Y,https://www.youtube.com/watch?v=iPkpmUpM40Y,18.6715,0.0046,6.7758,1.7028,12.9342,0.8342,59.077,neutral,50,10.5,2.5
Reggie Jackson,2022-02-26 000000,Qcw0iHGZ_CY,https://www.youtube.com/watch?v=Qcw0iHGZ_CY,0.4179,0.0,25.2265,0.0053,3.8321,8.2022,62.3159,neutral,50,10.11,14.0
Reggie Jackson,2022-02-15 000000,65g8eeJ0DQA,https://www.youtube.com/watch?v=65g8eeJ0DQA,1.269,0.0,8.5924,1.6085,57.1715,0.0113,31.3473,sad,50,10.15,1.6
Reggie Jackson,2022-02-11 000000,6Moeu4Q1WZ8,https://www.youtube.com/watch?v=6Moeu4Q1WZ8,11.579,0.0004,2.888,16.5105,38.6349,0.0367,30.3505,sad,50,9.85,20.9
Reggie Jackson,2022-02-09 000000,nwgBIzLovfk,https://www.youtube.com/watch?v=nwgBIzLovfk,6.9854,0.0005,6.2944,0.9659,17.8058,0.0048,67.9431,neutral,50,9.77,14.1
Reggie Jackson,2022-02-04 000000,8-wPGC_57lE,https://www.youtube.com/watch?v=8-wPGC_57lE,21.907,0.0,72.2904,2.2393,2.0008,1.1315,0.431,fear,50,10.0,5.5
Reggie Jackson,2022-01-22 000000,fPXnr0tsaHI,https://www.youtube.com/watch?v=fPXnr0tsaHI,1.2456,0.0002,14.1545,1.2932,62.1251,0.1526,21.0288,sad,50,9.86,19.3
Reggie Jackson,2022-01-20 000000,NUi5RnGPjV8,https://www.youtube.com/watch?v=NUi5RnGPjV8,2.5673,0.0001,60.0562,0.0842,25.5741,0.6108,11.1072,fear,50,9.72,15.6
Reggie Jackson,2022-01-07 000000,asCmm-PES4M,https://www.youtube.com/watch?v=asCmm-PES4M,1.6232,0.0013,7.6933,53.48,6.3557,0.0421,30.8043,happy,50,9.8,7.2
Reggie Jackson,2022-01-01 000000,R-zi_bMZQSU,https://www.youtube.com/watch?v=R-zi_bMZQSU,2.2711,0.0161,5.228,1.1925,23.8159,1.7467,65.7298,neutral,50,10.16,14.9
Reggie Jackson,2021-12-05 000000,6AjKt9pRAgU,https://www.youtube.com/watch?v=6AjKt9pRAgU,6.6695,0.1862,33.322,1.4141,46.5345,0.7527,11.121,sad,50,10.21,11.1
Reggie Jackson,2021-11-22 000000,8S7KAQLzCCA,https://www.youtube.com/watch?v=8S7KAQLzCCA,26.959,0.0,63.2065,1.9711,0.1051,4.7351,3.0231,fear,50,10.48,22.7
Reggie Jackson,2021-11-14 000000,cPFbGJwSzmQ,https://www.youtube.com/watch?v=cPFbGJwSzmQ,12.7354,0.0,27.3138,33.6619,8.8874,0.0001,17.4015,happy,50,11.55,6.4
Reggie Jackson,2021-11-04 000000,hMOJth0U8xg,https://www.youtube.com/watch?v=hMOJth0U8xg,0.4399,0.0,0.1043,53.9341,10.1773,0.0009,35.3435,happy,50,9.77,13.6
Reggie Jackson,2021-11-02 000000,Xn6OLynHFb0,https://www.youtube.com/watch?v=Xn6OLynHFb0,4.297,0.0169,63.0459,0.3214,3.2625,0.811,28.2453,fear,50,7.15,25.5
Reggie Jackson,2021-10-28 000000,duLsc-nBmh8,https://www.youtube.com/watch?v=duLsc-nBmh8,68.7616,0.0,1.5859,0.3414,0.4875,0.0078,28.8159,angry,50,8.62,3.4
Russell Westbrook,2022-04-06 000000,RteM-_5avn0,https://www.youtube.com/watch?v=RteM-_5avn0,27.675,0.4808,13.4422,4.0289,8.8034,24.3868,21.1828,angry,50,13.42,
Russell Westbrook,2022-04-02 000000,BUJqw8LizOA,https://www.youtube.com/watch?v=BUJqw8LizOA,0.8322,0.0009,11.7562,27.694,13.3107,0.0836,46.3224,neutral,50,13.24,26.3
Russell Westbrook,2022-04-01 000000,iVoVV7YXFg4,https://www.youtube.com/watch?v=iVoVV7YXFg4,0.3487,0.0004,76.7389,1.9581,10.0537,3.8226,7.0776,fear,50,13.34,5.6
Russell Westbrook,2022-03-30 000000,93kxeNkoKyA,https://www.youtube.com/watch?v=93kxeNkoKyA,15.0309,3.9446,56.8587,6.2132,15.4105,0.0262,2.5159,fear,50,13.3,16.7
Russell Westbrook,2022-03-28 000000,m0XDMoLKXDk,https://www.youtube.com/watch?v=m0XDMoLKXDk,6.5309,0.0075,34.8769,8.7434,13.2254,11.0498,25.566,fear,50,13.2,20.1
Russell Westbrook,2022-03-24 000000,7lPQz9_OWsU,https://www.youtube.com/watch?v=7lPQz9_OWsU,33.7009,0.0051,9.528,4.9645,38.3939,0.01,13.3976,angry,50,13.17,15.4
Russell Westbrook,2022-03-22 000000,PX6vGImIB7w,https://www.youtube.com/watch?v=PX6vGImIB7w,10.8967,0.9077,33.7906,12.3097,14.0727,6.6066,21.4159,fear,50,13.15,15.1
Russell Westbrook,2022-03-20 000000,0GmWUVNbLoM,https://www.youtube.com/watch?v=0GmWUVNbLoM,15.921,0.0008,20.4641,0.9298,47.1618,0.0188,15.5038,sad,50,13.06,19.4
Russell Westbrook,2022-03-19 000000,aaxQNBQpU2c,https://www.youtube.com/watch?v=aaxQNBQpU2c,23.9965,0.0331,9.0783,7.3691,9.277,11.0142,39.2318,neutral,50,12.95,20.4
Russell Westbrook,2022-03-17 000000,Mn6d_awfvOM,https://www.youtube.com/watch?v=Mn6d_awfvOM,4.075,0.0,3.1615,34.2228,34.657,2.829,21.0547,sad,50,12.86,19.2
Russell Westbrook,2022-03-12 000000,XBpx39GWGDg,https://www.youtube.com/watch?v=XBpx39GWGDg,14.3057,0.0025,35.3187,8.1871,13.5066,7.9118,20.7675,fear,50,12.99,5.6
Russell Westbrook,2022-03-10 000000,TQxI0eqFDz8,https://www.youtube.com/watch?v=TQxI0eqFDz8,11.4219,0.0254,43.8157,14.9048,13.6116,0.8218,15.3989,fear,50,13.13,3.6
Russell Westbrook,2022-03-08 000000,2tT7vdVdOzc,https://www.youtube.com/watch?v=2tT7vdVdOzc,44.5773,0.0086,15.0464,15.9675,6.1224,0.2727,18.0052,angry,50,12.95,25.0
Russell Westbrook,2022-03-06 000000,g48UnMnR2D8,https://www.youtube.com/watch?v=g48UnMnR2D8,8.8178,0.0293,25.1798,35.648,16.8583,0.2702,13.1966,happy,50,13.02,8.2
Russell Westbrook,2022-03-04 000000,QA_ZY9L2B4M,https://www.youtube.com/watch?v=QA_ZY9L2B4M,0.3544,0.0593,14.5985,36.4252,22.8806,0.3009,25.3812,happy,50,13.1,8.3
Russell Westbrook,2022-03-02 000000,lCqgP3wRhRs,https://www.youtube.com/watch?v=lCqgP3wRhRs,14.6238,0.0,26.6974,0.0978,9.0479,4.7196,44.8135,neutral,50,13.15,9.9
Russell Westbrook,2022-02-26 000000,0kxRLq2GknU,https://www.youtube.com/watch?v=0kxRLq2GknU,3.3442,0.0157,23.7145,24.8117,3.5561,1.7734,42.7845,neutral,50,13.36,2.8
Russell Westbrook,2022-02-17 000000,OyRRxP6v7YM,https://www.youtube.com/watch?v=OyRRxP6v7YM,14.8174,0.0031,41.3023,18.5731,12.3471,0.5069,12.4501,fear,50,13.46,7.5
Russell Westbrook,2022-02-09 000000,vwFGhpUyuuY,https://www.youtube.com/watch?v=vwFGhpUyuuY,7.3794,0.0209,29.5666,28.9259,9.0286,0.8523,24.2263,happy,50,13.43,17.1
Russell Westbrook,2022-02-06 000000,vEuDw74BA38,https://www.youtube.com/watch?v=vEuDw74BA38,1.0492,0.0347,22.1984,2.0206,21.4558,1.0051,52.2362,neutral,50,13.57,5.9
Russell Westbrook,2022-02-04 000000,4wCKiXaYhtY,https://www.youtube.com/watch?v=4wCKiXaYhtY,48.0646,0.0001,6.4409,8.6325,22.8557,1.065,12.9413,angry,50,13.84,-0.5
Russell Westbrook,2022-02-03 000000,p5ofWnlyD6s,https://www.youtube.com/watch?v=p5ofWnlyD6s,28.3474,0.0,34.4933,0.4232,28.545,0.023,8.168,fear,50,13.9,10.8
Russell Westbrook,2022-01-29 000000,MC0bwCsCeYc,https://www.youtube.com/watch?v=MC0bwCsCeYc,6.2825,0.0073,19.5217,31.5545,18.2566,1.7245,22.6529,happy,50,13.89,18.6
Russell Westbrook,2022-01-28 000000,pKn7B1mD-cQ,https://www.youtube.com/watch?v=pKn7B1mD-cQ,0.4108,0.0064,17.0449,0.5033,1.0888,0.0113,80.9345,neutral,50,13.66,25.4
Russell Westbrook,2022-01-24 000000,ibCF5xtEC0E,https://www.youtube.com/watch?v=ibCF5xtEC0E,2.2617,0.0015,65.586,19.8483,6.488,0.6322,5.1823,fear,50,13.83,7.4
Russell Westbrook,2022-01-16 000000,72w2dB1d6_k,https://www.youtube.com/watch?v=72w2dB1d6_k,11.3259,0.0948,15.1145,35.1135,8.1218,5.7021,24.5272,happy,50,13.87,9.6
Russell Westbrook,2022-01-10 000000,QI_rt8hSJc8,https://www.youtube.com/watch?v=QI_rt8hSJc8,1.6381,0.0282,35.1743,1.9403,39.4178,0.395,21.4063,sad,50,14.03,6.4
Russell Westbrook,2022-01-05 000000,PcKvAUa5NFQ,https://www.youtube.com/watch?v=PcKvAUa5NFQ,1.2298,0.0,69.2246,0.2765,8.9637,0.0013,20.3041,fear,50,14.43,7.4
Russell Westbrook,2022-01-03 000000,pNcNizwaTbk,https://www.youtube.com/watch?v=pNcNizwaTbk,15.944,0.0206,12.8362,4.5021,19.7574,0.1442,46.7957,neutral,50,14.48,12.5
Russell Westbrook,2022-01-01 000000,hxJ1immo5kQ,https://www.youtube.com/watch?v=hxJ1immo5kQ,0.0016,0.0,6.3669,0.5803,0.0001,92.7937,0.2573,surprise,50,14.71,5.9
Russell Westbrook,2021-12-30 000000,W_BdJ-5kc0U,https://www.youtube.com/watch?v=W_BdJ-5kc0U,11.878,0.0,17.7018,12.7742,7.8012,31.8442,18.0006,surprise,50,14.59,19.1
Russell Westbrook,2021-12-29 000000,kSq0SVGZRn0,https://www.youtube.com/watch?v=kSq0SVGZRn0,0.2861,0.0319,73.0401,1.9171,16.077,1.8125,6.8353,fear,50,14.64,12.8
Russell Westbrook,2021-12-24 000000,#NAME?,https://www.youtube.com/watch?v=-_fAYHg4iCY,11.4554,0.0267,8.3962,23.2254,10.2169,0.0881,46.5912,neutral,50,14.58,9.5
Russell Westbrook,2021-12-22 000000,WTrta-k-25g,https://www.youtube.com/watch?v=WTrta-k-25g,0.6328,0.0028,44.8788,0.2978,52.3967,0.5468,1.2442,sad,50,14.45,18.9
Russell Westbrook,2021-12-20 000000,TfeJwOw-Zlg,https://www.youtube.com/watch?v=TfeJwOw-Zlg,7.9365,0.0,2.9842,3.0597,85.5637,0.0002,0.4557,sad,50,14.5,12.9
Russell Westbrook,2021-12-18 000000,TNU4fQM7j4s,https://www.youtube.com/watch?v=TNU4fQM7j4s,1.2182,0.0011,18.0014,29.2946,1.0149,32.152,18.3177,surprise,50,14.56,12.6
Russell Westbrook,2021-12-16 000000,xzpo_zdHMT8,https://www.youtube.com/watch?v=xzpo_zdHMT8,1.8546,0.0225,6.821,83.3231,7.9742,0.0,0.0047,happy,50,14.7,10.5
Russell Westbrook,2021-12-13 000000,gXEKBd_EG6g,https://www.youtube.com/watch?v=gXEKBd_EG6g,0.4259,0.0,4.2844,0.0146,19.6712,1.0497,74.5542,neutral,50,14.6,17.7
Russell Westbrook,2021-11-27 000000,UVXbP0MaQko,https://www.youtube.com/watch?v=UVXbP0MaQko,29.9466,0.0159,24.2443,4.4659,28.3898,2.4969,10.4406,angry,50,15.21,22.3
Russell Westbrook,2021-11-25 000000,v7tXwY2rArQ,https://www.youtube.com/watch?v=v7tXwY2rArQ,5.6404,0.0809,16.0784,5.641,37.3845,4.1478,31.027,sad,50,14.49,29.7
Russell Westbrook,2021-11-24 000000,XFZW9p9tox0,https://www.youtube.com/watch?v=XFZW9p9tox0,22.1943,1.3607,7.5036,44.4138,2.339,16.0359,6.1527,happy,50,14.61,12.2
Russell Westbrook,2021-11-20 000000,DqJUtRMmIgg,https://www.youtube.com/watch?v=DqJUtRMmIgg,11.798,0.4519,41.2684,10.0245,11.9261,4.2661,20.265,fear,50,13.38,21.6
Russell Westbrook,2021-11-18 000000,pkn9YP90cT8,https://www.youtube.com/watch?v=pkn9YP90cT8,18.0751,0.0009,11.4054,17.6753,10.5801,1.8893,40.3739,neutral,50,13.81,6.5
Russell Westbrook,2021-11-13 000000,CP6FG1FE8ko,https://www.youtube.com/watch?v=CP6FG1FE8ko,4.2429,0.0035,73.2466,1.3001,2.8199,0.9093,17.4778,fear,50,13.38,10.3
Russell Westbrook,2021-11-11 000000,cU8GGRvQxug,https://www.youtube.com/watch?v=cU8GGRvQxug,6.0855,0.0662,53.6537,7.8543,16.8976,7.838,7.6047,fear,50,13.45,12.5
Russell Westbrook,2021-11-09 000000,9cAsTkDX1AY,https://www.youtube.com/watch?v=9cAsTkDX1AY,4.3002,0.0052,51.7338,11.3908,12.6128,0.5624,19.3948,fear,50,12.87,19.8
Russell Westbrook,2021-11-07 000000,NXqbB6MKkgw,https://www.youtube.com/watch?v=NXqbB6MKkgw,19.4676,0.2754,32.2665,3.7071,13.0227,11.8936,19.3671,fear,50,12.61,15.5
Russell Westbrook,2021-11-05 000000,tpkoXPP39hs,https://www.youtube.com/watch?v=tpkoXPP39hs,9.2749,0.0201,6.8055,15.8721,7.1967,0.5608,60.2699,neutral,50,13.94,0.6
Russell Westbrook,2021-11-03 000000,wN3H6IVCfkc,https://www.youtube.com/watch?v=wN3H6IVCfkc,0.1815,0.0021,55.4612,3.5563,2.5817,30.4317,7.7854,fear,50,13.71,15.8
