player,upload_date,video_id,url,avg_angry,avg_disgust,avg_fear,avg_happy,avg_sad,avg_surprise,avg_neutral,dominant_emotion,frames_analyzed,historical_gmsc_avg,next_game_gmsc
Kevin Durant,2021-10-20 000000,iV1b2JX-L5E,https://www.youtube.com/watch?v=iV1b2JX-L5E,4.6533,0.0196,62.6544,6.4839,17.3936,4.7513,4.044,fear,50,24.2,32.0
Klay Thompson,2022-06-09 000000,gFqe5Dj6l7I,https://www.youtube.com/watch?v=gFqe5Dj6l7I,18.8029,0.0068,16.0327,0.0291,52.3861,0.0401,12.7024,sad,50,13.0,10.4
Klay Thompson,2022-06-03 000000,ke7RAMrALYE,https://www.youtube.com/watch?v=ke7RAMrALYE,7.7974,0.2296,12.5757,3.0089,53.5102,3.7243,19.154,sad,50,13.11,0.5
Klay Thompson,2022-05-27 000000,DNjGT3rn5h8,https://www.youtube.com/watch?v=DNjGT3rn5h8,3.2111,0.2669,27.4974,0.237,57.0231,1.8183,9.9462,sad,50,13.16,10.7
Klay Thompson,2022-05-23 000000,YCk5y4pXFKM,https://www.youtube.com/watch?v=YCk5y4pXFKM,11.2659,0.0169,13.1876,3.6968,38.6535,5.8733,27.306,sad,50,13.08,8.8
Klay Thompson,2022-05-19 000000,e1WZtOvZnpQ,https://www.youtube.com/watch?v=e1WZtOvZnpQ,18.0452,0.0592,42.5195,10.4198,17.3897,5.408,6.1585,fear,50,13.09,13.5
Klay Thompson,2022-05-14 000000,hAl63QdyGV4,https://www.youtube.com/watch?v=hAl63QdyGV4,42.8118,0.0244,36.0358,4.8873,6.0075,5.1933,5.04,angry,50,13.13,11.4
Klay Thompson,2022-05-12 000000,g79ur-ntTzQ,https://www.youtube.com/watch?v=g79ur-ntTzQ,6.7204,0.0129,27.7861,4.655,30.8709,9.6455,20.3092,sad,50,12.93,21.5
Klay Thompson,2022-05-10 000000,#NAME?,https://www.youtube.com/watch?v=-lONurf4JpA,15.7716,0.3325,44.0557,4.0755,15.8368,16.9372,2.9907,fear,50,12.94,12.8
Klay Thompson,2022-05-08 000000,fHp5gJqILVI,https://www.youtube.com/watch?v=fHp5gJqILVI,18.7593,0.3111,48.1942,3.5798,20.525,3.0894,5.5411,fear,50,13.12,5.7
Klay Thompson,2022-04-28 000000,A91AmrkDTjc,https://www.youtube.com/watch?v=A91AmrkDTjc,17.2734,0.6596,51.0652,0.5224,16.6298,2.6615,11.1881,fear,50,13.39,7.2
Klay Thompson,2022-04-22 000000,x72TjwmY-IA,https://www.youtube.com/watch?v=x72TjwmY-IA,31.4363,0.0942,12.7882,2.9091,34.9403,7.5382,10.2937,angry,50,13.04,22.0
Klay Thompson,2022-04-17 000000,oIuqq_3u39A,https://www.youtube.com/watch?v=oIuqq_3u39A,20.9458,0.0619,23.9952,17.9376,14.9132,5.6436,16.5027,angry,50,12.89,12.1
Klay Thompson,2022-04-11 000000,aixquycBX1E,https://www.youtube.com/watch?v=aixquycBX1E,27.5202,0.1886,12.802,0.0545,43.9281,0.7221,14.7845,sad,50,12.99,9.8
Klay Thompson,2022-04-03 000000,2jMjkGssUWQ,https://www.youtube.com/watch?v=2jMjkGssUWQ,34.0379,0.0479,9.2325,2.8285,36.5567,2.3945,14.9021,sad,50,12.18,25.0
Klay Thompson,2022-03-28 000000,P7NADHZsS1M,https://www.youtube.com/watch?v=P7NADHZsS1M,9.9053,0.0088,20.9121,1.4687,40.2548,24.8004,2.6499,sad,50,12.29,-1.2
Klay Thompson,2022-03-26 000000,cnxu4_U1wM8,https://www.youtube.com/watch?v=cnxu4_U1wM8,6.551,0.0153,19.2739,6.4345,56.1708,1.8242,9.7303,sad,50,12.12,16.8
Klay Thompson,2022-03-15 000000,xJ-FFX0pBgQ,https://www.youtube.com/watch?v=xJ-FFX0pBgQ,10.2537,0.0555,30.0644,0.2127,34.7231,1.0149,23.6757,sad,50,11.83,5.0
Klay Thompson,2022-03-13 000000,5UlkI_Bb0v4,https://www.youtube.com/watch?v=5UlkI_Bb0v4,33.4917,0.0856,13.0343,6.7706,21.4575,3.2303,21.9299,angry,50,11.92,10.0
Klay Thompson,2022-03-09 000000,rC389NTug9c,https://www.youtube.com/watch?v=rC389NTug9c,36.2686,0.5797,12.3988,1.4019,29.4324,1.3265,18.5922,angry,50,10.98,11.1
Klay Thompson,2022-03-04 000000,Psr0GrNOTzU,https://www.youtube.com/watch?v=Psr0GrNOTzU,6.4767,0.2261,45.5375,3.0069,35.0631,3.5248,6.165,fear,50,11.48,2.0
Klay Thompson,2022-02-25 000000,bOy1XUabPXc,https://www.youtube.com/watch?v=bOy1XUabPXc,24.546,0.078,10.6655,6.9526,51.8384,1.6935,4.2261,sad,50,11.76,6.7
Klay Thompson,2022-02-11 000000,wTzdgGyqXO0,https://www.youtube.com/watch?v=wTzdgGyqXO0,38.5,1.1256,15.184,7.0624,18.5594,7.9689,11.5997,angry,50,11.48,21.3
Klay Thompson,2022-02-08 000000,lcodXDddxJA,https://www.youtube.com/watch?v=lcodXDddxJA,14.491,0.0138,9.1221,0.1088,72.4453,0.0989,3.7201,sad,50,11.38,12.8
Klay Thompson,2022-02-04 000000,yJ4PzW4WCT8,https://www.youtube.com/watch?v=yJ4PzW4WCT8,31.2677,0.1515,25.0536,2.0123,27.8874,4.3982,9.2293,sad,50,10.88,16.8
Klay Thompson,2022-01-30 000000,QbjWEMcJaR4,https://www.youtube.com/watch?v=QbjWEMcJaR4,23.3446,1.4015,24.4042,1.0247,23.4956,22.219,4.1105,angry,50,9.91,8.8
Klay Thompson,2022-01-28 000000,9qdcnSDOI1Y,https://www.youtube.com/watch?v=9qdcnSDOI1Y,16.7075,0.0896,9.7988,0.142,48.7849,2.0118,22.4652,sad,50,9.46,13.5
Klay Thompson,2022-01-26 000000,luBCt_mvXtM,https://www.youtube.com/watch?v=luBCt_mvXtM,0.8546,0.0002,0.1412,91.5452,4.2146,0.0097,3.2344,happy,50,8.47,16.4
Klay Thompson,2022-01-19 000000,PCyeOS0FsjM,https://www.youtube.com/watch?v=PCyeOS0FsjM,34.4397,0.2561,14.3827,3.1956,18.9529,2.1429,26.6301,angry,50,8.94,1.8
Klay Thompson,2022-01-17 000000,SOQuNF_ekEw,https://www.youtube.com/watch?v=SOQuNF_ekEw,26.1238,0.2825,19.303,0.8933,37.5822,5.9623,9.8529,sad,50,6.52,18.6
Klay Thompson,2022-01-10 000000,2trO5MmTVvg,https://www.youtube.com/watch?v=2trO5MmTVvg,20.6359,0.0226,33.2331,2.14,32.7173,0.9877,10.2634,sad,50,6.7,7.2
Kyrie Irving,2022-04-26 000000,ZnqvlK_ErEk,https://www.youtube.com/watch?v=ZnqvlK_ErEk,16.3311,0.2775,37.357,5.1721,11.2614,3.935,25.6658,fear,50,19.9,
Kyrie Irving,2022-04-24 000000,yVd7zt78e1w,https://www.youtube.com/watch?v=yVd7zt78e1w,10.8397,0.0007,43.0891,12.2383,1.8623,27.0831,4.8868,fear,50,19.97,17.7
Kyrie Irving,2022-04-21 000000,4PrkuPIcnfg,https://www.youtube.com/watch?v=4PrkuPIcnfg,4.378,0.0091,21.3974,33.458,25.186,2.6995,12.8721,happy,50,20.17,13.8
Kyrie Irving,2022-04-07 000000,3BBsBpuvNng,https://www.youtube.com/watch?v=3BBsBpuvNng,0.106,0.011,7.9666,0.0921,91.71,0.0009,0.1134,sad,50,20.14,11.2
Kyrie Irving,2022-04-06 000000,bXV6dyd375g,https://www.youtube.com/watch?v=bXV6dyd375g,11.5747,0.0235,25.3676,21.4419,11.066,18.0717,12.4547,fear,50,20.29,16.3
Kyrie Irving,2022-04-03 000000,zqqLYuDflMM,https://www.youtube.com/watch?v=zqqLYuDflMM,0.8751,0.0018,26.2327,13.0019,19.0047,2.2935,38.5902,neutral,50,19.77,33.4
Kyrie Irving,2022-04-01 000000,G0kq7AayJbs,https://www.youtube.com/watch?v=G0kq7AayJbs,3.3241,0.0,30.8925,3.7735,38.253,0.1769,23.5799,sad,50,19.96,15.2
Kyrie Irving,2022-03-28 000000,iNcalebLbho,https://www.youtube.com/watch?v=iNcalebLbho,0.4983,0.0097,7.7987,1.6572,5.2701,3.9405,80.8254,neutral,50,20.57,10.7
Kyrie Irving,2022-03-24 000000,qXYf_TkwOZs,https://www.youtube.com/watch?v=qXYf_TkwOZs,0.6304,0.0001,44.0006,4.1955,7.0132,6.9398,37.2204,fear,50,21.6,10.5
Kyrie Irving,2022-03-16 000000,uzNyeeGw-HA,https://www.youtube.com/watch?v=uzNyeeGw-HA,1.2041,0.4338,50.8383,3.7114,11.4469,21.0796,11.2857,fear,50,21.01,33.0
Kyrie Irving,2022-03-11 000000,fBQ7vpb-fyw,https://www.youtube.com/watch?v=fBQ7vpb-fyw,5.5635,0.0524,63.2454,8.0591,7.3879,12.4386,3.2531,fear,50,19.18,53.8
Kyrie Irving,2022-03-09 000000,6KU6Qmk-sD4,https://www.youtube.com/watch?v=6KU6Qmk-sD4,0.0379,0.0143,2.9444,62.0887,8.4253,1.5455,24.944,happy,50,19.24,18.2
Kyrie Irving,2022-02-27 000000,7CD2IyDcPLY,https://www.youtube.com/watch?v=7CD2IyDcPLY,0.071,0.0,42.7672,41.9963,1.4943,0.8409,12.8302,fear,50,17.92,14.2
Kyrie Irving,2022-02-13 000000,uUwcaiaX8GY,https://www.youtube.com/watch?v=uUwcaiaX8GY,2.2984,0.0024,15.2175,65.7617,2.5768,12.367,1.7761,happy,50,17.14,28.8
Kyrie Irving,2022-02-11 000000,rnJm7avsy6I,https://www.youtube.com/watch?v=rnJm7avsy6I,12.6153,0.003,48.1485,1.6974,4.4637,12.809,20.2631,fear,50,16.76,22.1
Kyrie Irving,2022-02-05 000000,eAnEtBdG1xI,https://www.youtube.com/watch?v=eAnEtBdG1xI,2.3501,0.025,17.2129,4.4956,10.0502,12.1116,53.7546,neutral,50,15.87,22.3
Kyrie Irving,2022-02-03 000000,_51WqO06DB8,https://www.youtube.com/watch?v=_51WqO06DB8,6.7532,0.6809,12.146,17.343,9.7782,17.18,36.1187,neutral,50,16.79,6.7
Kyrie Irving,2022-02-02 000000,eMwV6yN70cU,https://www.youtube.com/watch?v=eMwV6yN70cU,0.1694,0.0041,15.7584,41.0933,22.6274,6.0531,14.2942,happy,50,18.09,5.1
Kyrie Irving,2022-01-30 000000,GE6hJELUlI0,https://www.youtube.com/watch?v=GE6hJELUlI0,13.0452,0.0007,41.3404,8.9049,28.5325,2.1211,6.0551,fear,50,18.21,17.1
Kyrie Irving,2022-01-24 000000,HM2N_WpM3uE,https://www.youtube.com/watch?v=HM2N_WpM3uE,5.4239,0.0059,2.7698,71.0343,8.2355,0.4512,12.0795,happy,50,17.24,25.0
Kyrie Irving,2022-01-20 000000,S0k-_3730OI,https://www.youtube.com/watch?v=S0k-_3730OI,1.8496,0.0011,23.8173,16.806,30.3136,1.4463,25.7662,sad,50,16.24,16.2
Kyrie Irving,2022-01-13 000000,6hC22hCIfrE,https://www.youtube.com/watch?v=6hC22hCIfrE,0.0625,0.0082,64.1842,4.4258,26.4555,0.0001,4.8637,fear,50,12.4,21.9
Kyrie Irving,2022-01-11 000000,RzmnnaRza3c,https://www.youtube.com/watch?v=RzmnnaRza3c,0.0079,0.002,22.0491,45.1871,0.2351,3.5579,28.9609,happy,50,15.65,5.9
Kyrie Irving,2022-01-06 000000,WUInMQLdTDQ,https://www.youtube.com/watch?v=WUInMQLdTDQ,2.7943,0.0001,13.9944,1.7143,32.6409,22.4769,26.3791,sad,50,17.9,13.4
LeBron James,2022-03-28 000000,-6IHNwM1gxo,https://www.youtube.com/watch?v=-6IHNwM1gxo,2.5873,0.0083,20.0609,39.278,11.8149,0.3471,25.9035,happy,50,23.92,24.9
LeBron James,2022-03-22 000000,KsSkODZLvtc,https://www.youtube.com/watch?v=KsSkODZLvtc,3.7835,0.5156,21.7754,1.6853,56.9746,3.5535,11.7121,sad,50,23.85,27.8
LeBron James,2022-03-20 000000,ADw3UIjhcb0,https://www.youtube.com/watch?v=ADw3UIjhcb0,10.3072,0.2806,25.9547,4.0328,41.0935,9.4583,8.873,sad,50,23.64,35.0
LeBron James,2022-03-19 000000,EsxDR9-2I5E,https://www.youtube.com/watch?v=EsxDR9-2I5E,2.2772,0.0113,4.7265,3.3055,27.3605,0.4214,61.8975,neutral,50,23.55,28.5
LeBron James,2022-03-17 000000,B-vrf2A3cCg,https://www.youtube.com/watch?v=B-vrf2A3cCg,2.4999,0.0254,11.6175,54.3037,8.1335,3.3149,20.1052,happy,50,23.43,29.4
LeBron James,2022-03-14 000000,g-6kXkCsmBs,https://www.youtube.com/watch?v=g-6kXkCsmBs,12.0081,0.0879,45.2753,0.5284,32.8594,1.1443,8.0966,fear,50,23.84,20.7
LeBron James,2022-03-12 000000,J1ccuOzADUk,https://www.youtube.com/watch?v=J1ccuOzADUk,12.7528,0.006,4.4118,14.3462,37.5765,0.1265,30.7801,sad,50,23.85,23.6
LeBron James,2022-03-10 000000,nMwYXoID4F0,https://www.youtube.com/watch?v=nMwYXoID4F0,7.4218,0.3829,20.1473,7.2112,22.4327,0.9621,41.442,neutral,50,23.45,42.5
LeBron James,2022-03-06 000000,uLiFwWz2bes,https://www.youtube.com/watch?v=uLiFwWz2bes,4.8755,0.0059,19.1934,2.915,43.812,5.0207,24.1776,sad,50,23.54,19.4
LeBron James,2022-03-04 000000,vfJp4yxZ5_s,https://www.youtube.com/watch?v=vfJp4yxZ5_s,4.8057,0.0103,38.2547,7.2267,14.4147,4.3829,30.905,fear,50,23.08,44.1
LeBron James,2022-03-02 000000,mtnbneMLHc4,https://www.youtube.com/watch?v=mtnbneMLHc4,1.4439,0.0001,28.8673,1.3131,64.6552,0.0365,3.6838,sad,50,23.21,17.3
LeBron James,2022-02-28 000000,fiU2VmMTnO8,https://www.youtube.com/watch?v=fiU2VmMTnO8,5.1964,0.0044,12.3511,0.0279,68.6112,0.9488,12.8603,sad,50,23.29,19.9
LeBron James,2022-02-26 000000,YGhzcXKUuOM,https://www.youtube.com/watch?v=YGhzcXKUuOM,3.826,0.0133,24.845,10.0284,33.9105,2.6349,24.7417,sad,50,23.35,20.6
LeBron James,2022-02-17 000000,YxLHkLy0EZw,https://www.youtube.com/watch?v=YxLHkLy0EZw,8.991,1.0045,16.2947,0.4361,47.6131,0.1876,25.4729,sad,50,23.64,11.5
LeBron James,2022-02-10 000000,9cFMi-mXIxE,https://www.youtube.com/watch?v=9cFMi-mXIxE,13.5194,0.0689,8.3135,5.3383,16.3936,3.1809,53.1854,neutral,50,23.75,15.2
LeBron James,2022-02-06 000000,7CypGReQkmw,https://www.youtube.com/watch?v=7CypGReQkmw,10.9568,0.0347,14.9667,0.6155,57.4884,0.6714,15.2666,sad,50,23.89,18.8
LeBron James,2022-01-24 000000,tdFvB1RnVFs,https://www.youtube.com/watch?v=tdFvB1RnVFs,4.9862,0.0317,27.2455,1.658,35.1914,14.1815,16.7057,sad,50,23.54,34.2
LeBron James,2022-01-22 000000,kvf_5Y44Oos,https://www.youtube.com/watch?v=kvf_5Y44Oos,17.337,0.0011,25.091,0.0493,49.4311,0.0404,8.0502,sad,50,23.48,25.5
LeBron James,2022-01-20 000000,FzQFBL6ZeKw,https://www.youtube.com/watch?v=FzQFBL6ZeKw,12.4411,0.2024,13.6435,2.7005,56.6485,0.4454,13.9185,sad,50,23.64,18.2
LeBron James,2022-01-18 000000,vO03J_KOln4,https://www.youtube.com/watch?v=vO03J_KOln4,7.5877,0.0082,14.6431,0.1087,42.1823,7.2923,28.1777,sad,50,23.62,24.3
LeBron James,2022-01-13 000000,sHmnO5rQ2HM,https://www.youtube.com/watch?v=sHmnO5rQ2HM,0.5224,0.0032,40.9678,1.015,10.7809,8.9873,37.7235,neutral,50,23.96,16.6
LeBron James,2022-01-10 000000,2vhfXChbHmY,https://www.youtube.com/watch?v=2vhfXChbHmY,8.0455,0.0158,11.7856,1.2502,48.468,1.741,28.6939,sad,50,24.01,22.5
LeBron James,2022-01-08 000000,9ZPtf4M2kXQ,https://www.youtube.com/watch?v=9ZPtf4M2kXQ,16.3899,0.1128,29.1149,2.1902,38.8581,2.9774,10.3568,sad,50,23.7,32.7
LeBron James,2022-01-05 000000,Sa0y2sNZXpA,https://www.youtube.com/watch?v=Sa0y2sNZXpA,9.622,0.4575,18.108,1.1601,55.7345,4.1387,10.7791,sad,50,23.47,30.0
LeBron James,2022-01-03 000000,Bm4lHOcM3mM,https://www.youtube.com/watch?v=Bm4lHOcM3mM,4.3203,0.0009,24.0956,27.7195,18.4703,1.8106,23.5828,fear,50,23.58,20.5
LeBron James,2022-01-01 000000,7Ry7UMhOvsY,https://www.youtube.com/watch?v=7Ry7UMhOvsY,42.6194,0.0905,8.8074,0.2104,43.9522,0.6705,3.6496,sad,50,23.54,24.6
LeBron James,2021-12-11 000000,saAH4jpY6qQ,https://www.youtube.com/watch?v=saAH4jpY6qQ,14.5788,0.0223,9.912,0.2639,29.8913,0.166,45.1656,neutral,50,20.56,26.4
LeBron James,2021-11-25 000000,6suobV5ar5k,https://www.youtube.com/watch?v=6suobV5ar5k,0.5553,0.0,9.251,4.0071,39.4977,44.006,2.6828,surprise,50,18.39,17.9
LeBron James,2021-11-20 000000,r-Yujnfsh2E,https://www.youtube.com/watch?v=r-Yujnfsh2E,8.2527,0.0026,16.396,13.1165,22.0157,4.6501,35.5664,neutral,50,18.37,8.1
LeBron James,2021-10-20 000000,S5olIvmxKak,https://www.youtube.com/watch?v=S5olIvmxKak,18.9071,0.468,26.2179,0.0954,42.8094,1.5999,9.9022,sad,50,24.8,15.1
Mikal Bridges,2022-04-18 000000,KVwZoMo4I0M,https://www.youtube.com/watch?v=KVwZoMo4I0M,4.457,0.0005,22.4697,1.7721,37.4725,0.9747,32.8536,sad,50,12.05,16.2
Mikal Bridges,2022-04-04 000000,lt_HDyLmJrY,https://www.youtube.com/watch?v=lt_HDyLmJrY,2.0098,0.0281,7.3659,5.2573,46.0841,0.0606,39.1941,sad,50,12.29,10.9
Mikal Bridges,2022-02-06 000000,jAs0FcNO0N0,https://www.youtube.com/watch?v=jAs0FcNO0N0,3.7351,0.0001,14.8251,1.9913,45.9956,0.8658,32.587,sad,50,11.16,13.2
Paul George,2021-12-04 000000,ZE0pVbyAqL8,https://www.youtube.com/watch?v=ZE0pVbyAqL8,13.5321,0.0119,7.2481,0.0527,70.5561,1.5119,7.0871,sad,50,16.68,6.5
Paul George,2021-11-30 000000,mGJLkBPAncg,https://www.youtube.com/watch?v=mGJLkBPAncg,27.7949,0.0249,40.5392,0.1266,16.5562,8.4206,6.5376,fear,50,16.76,15.1
Paul George,2021-11-17 000000,xOj-qRByrys,https://www.youtube.com/watch?v=xOj-qRByrys,2.4519,0.072,15.0752,0.3363,0.842,2.9612,78.2615,neutral,50,18.66,19.4
Paul George,2021-11-08 000000,71hFuJJxZoM,https://www.youtube.com/watch?v=71hFuJJxZoM,1.5219,0.0,21.0697,28.6357,2.8889,18.1386,27.7451,happy,50,19.19,14.8
Paul George,2021-11-06 000000,MExa_9ToqJ4,https://www.youtube.com/watch?v=MExa_9ToqJ4,18.6467,0.0616,15.2181,6.2166,24.4063,2.8041,32.6466,sad,50,20.44,9.2
Paul George,2021-10-24 000000,wwq2QieoU0E,https://www.youtube.com/watch?v=wwq2QieoU0E,9.8066,0.0017,52.7962,0.166,5.9532,19.9844,11.2919,fear,50,28.45,13.2
Reggie Jackson,2022-04-01 000000,8xTf4g0x67Q,https://www.youtube.com/watch?v=8xTf4g0x67Q,4.434,0.0011,10.4735,0.0677,16.9995,0.3301,67.6941,neutral,50,10.49,6.0
Reggie Jackson,2022-03-23 000000,l3BQ3077Ggc,https://www.youtube.com/watch?v=l3BQ3077Ggc,11.6126,0.0411,19.3512,0.7743,24.3307,3.527,40.363,neutral,50,10.48,0.6
Reggie Jackson,2022-03-10 000000,B7LoN4YWoew,https://www.youtube.com/watch?v=B7LoN4YWoew,9.557,0.0,2.6711,2.3584,77.9305,0.5111,6.9719,sad,50,10.42,14.2
Reggie Jackson,2022-02-28 000000,jJDWnCHxFlA,https://www.youtube.com/watch?v=jJDWnCHxFlA,9.6718,0.0022,21.4293,0.7715,28.0095,3.5149,36.6007,neutral,50,10.17,12.9
Reggie Jackson,2022-01-12 000000,yGdTXUA5nAY,https://www.youtube.com/watch?v=yGdTXUA5nAY,10.2107,0.0083,3.4303,3.5922,7.628,0.123,75.0076,neutral,50,9.52,1.0
Reggie Jackson,2021-12-14 000000,8NzlNsDC9oo,https://www.youtube.com/watch?v=8NzlNsDC9oo,64.4065,0.0,13.8116,0.0198,3.6711,0.4022,17.6888,angry,50,10.25,11.1
Reggie Jackson,2021-11-24 000000,PUMuApjBT1w,https://www.youtube.com/watch?v=PUMuApjBT1w,29.5093,0.0,39.5139,0.0,0.0227,0.1767,30.7773,fear,50,11.16,14.1
Reggie Jackson,2021-11-17 000000,R-oNVMKiblM,https://www.youtube.com/watch?v=R-oNVMKiblM,0.2989,0.0001,3.6088,0.0263,1.3695,0.3674,94.329,neutral,50,11.11,11.3
Reggie Jackson,2021-11-10 000000,8F1mtv5qUio,https://www.youtube.com/watch?v=8F1mtv5qUio,0.2521,0.0,6.0321,0.0089,1.4674,0.0,92.2395,neutral,50,11.04,13.2
Reggie Jackson,2021-10-24 000000,DabJ-KvM-Xs,https://www.youtube.com/watch?v=DabJ-KvM-Xs,0.0001,0.0,29.2706,0.0002,44.5477,0.0029,26.1784,sad,50,6.8,9.3
Russell Westbrook,2022-03-15 000000,JvcJm4SUC0s,https://www.youtube.com/watch?v=JvcJm4SUC0s,7.8823,0.0003,64.6652,0.2424,0.9582,10.4551,15.7965,fear,50,12.88,11.1
Russell Westbrook,2022-02-28 000000,4luSYyRRAAY,https://www.youtube.com/watch?v=4luSYyRRAAY,11.3485,0.0043,47.7271,4.6801,2.2013,8.4171,25.6216,fear,50,13.18,11.8
Russell Westbrook,2022-01-26 000000,HHKe3CTwc1w,https://www.youtube.com/watch?v=HHKe3CTwc1w,7.9519,0.0336,21.9229,38.5766,12.7235,0.1454,18.646,happy,50,13.69,12.1
Russell Westbrook,2022-01-22 000000,HyI4UTxnod0,https://www.youtube.com/watch?v=HyI4UTxnod0,3.6901,0.1306,45.1666,2.9959,14.6625,13.5117,19.8425,fear,50,13.67,21.1
Russell Westbrook,2022-01-18 000000,SuTOtK0c2S0,https://www.youtube.com/watch?v=SuTOtK0c2S0,0.8067,0.1165,16.7042,10.7075,22.7732,1.8654,47.0265,neutral,50,13.77,5.6
Russell Westbrook,2022-01-13 000000,PN6mnJ9iT8w,https://www.youtube.com/watch?v=PN6mnJ9iT8w,3.0825,0.0903,25.2,13.2967,0.4122,42.4576,15.4606,surprise,50,13.85,14.9
Russell Westbrook,2021-12-10 000000,LclBV7No2nE,https://www.youtube.com/watch?v=LclBV7No2nE,4.2987,0.02,35.5469,21.5762,22.5716,1.4484,14.5382,fear,50,14.95,7.7
Russell Westbrook,2021-12-08 000000,EcLXwCKWArg,https://www.youtube.com/watch?v=EcLXwCKWArg,12.7891,1.6123,26.9161,5.0625,41.1525,2.8342,9.6333,sad,50,15.45,2.5
Russell Westbrook,2021-12-01 000000,#NAME?,https://www.youtube.com/watch?v=-NgkZUGHLb8,15.6094,0.001,14.8664,1.214,23.8827,2.1661,42.2604,neutral,50,15.41,10.7
Russell Westbrook,2021-11-29 000000,Hm8_y5b7kKg,https://www.youtube.com/watch?v=Hm8_y5b7kKg,14.1081,0.0181,21.0452,3.9876,14.9436,0.7425,45.1548,neutral,50,15.54,12.6
Russell Westbrook,2021-11-22 000000,ouVDphRcm3U,https://www.youtube.com/watch?v=ouVDphRcm3U,1.049,0.0387,47.1449,3.5719,11.8331,7.9585,28.404,fear,50,13.84,28.5
Russell Westbrook,2021-11-16 000000,NzZpG1YyOPo,https://www.youtube.com/watch?v=NzZpG1YyOPo,9.1768,0.0013,9.2933,67.6367,6.3134,0.8984,6.6803,happy,50,13.46,19.1
Russell Westbrook,2021-10-30 000000,juShOrhJYZU,https://www.youtube.com/watch?v=juShOrhJYZU,26.0585,0.1131,14.1788,10.4503,14.7732,4.1158,30.3104,neutral,50,12.22,14.3
Steph Curry,2022-06-06 000000,f1RiIDp1uSc,https://www.youtube.com/watch?v=f1RiIDp1uSc,8.0277,0.2464,23.6279,3.3773,42.5289,2.8351,19.3566,sad,50,19.22,20.4
Steph Curry,2022-05-23 000000,jTNI7BPlKJc,https://www.youtube.com/watch?v=jTNI7BPlKJc,5.7887,0.8798,19.5472,2.2088,23.6754,0.5265,47.3734,neutral,50,19.21,16.5
Steph Curry,2022-05-23 000000,jTNI7BPlKJc,https://www.youtube.com/watch?v=jTNI7BPlKJc,5.7887,0.8798,19.5472,2.2088,23.6754,0.5265,47.3734,neutral,50,19.21,16.5
Steph Curry,2022-05-19 000000,MRxZdYqsfBQ,https://www.youtube.com/watch?v=MRxZdYqsfBQ,20.2281,0.0737,24.4699,0.2985,18.0511,7.4145,29.4642,neutral,50,19.08,23.0
Steph Curry,2022-05-08 000000,gPhmCYHoxcc,https://www.youtube.com/watch?v=gPhmCYHoxcc,13.9098,0.4317,37.791,0.5952,24.3055,0.3382,22.6286,fear,50,19.23,22.0
Steph Curry,2022-04-19 000000,KSkZAZ37RC0,https://www.youtube.com/watch?v=KSkZAZ37RC0,7.3875,0.0063,8.0702,0.9589,13.0748,13.9307,56.5717,neutral,31,19.08,17.8
Steph Curry,2022-02-10 000000,lg9bL3L884U,https://www.youtube.com/watch?v=lg9bL3L884U,27.2112,0.0002,20.5665,6.6656,26.4917,0.9261,18.1387,sad,50,18.9,25.5
Steph Curry,2022-01-15 000000,_jqRZV8yli8,https://www.youtube.com/watch?v=_jqRZV8yli8,4.7084,0.0192,13.5242,6.5512,39.2605,0.1302,35.8062,sad,50,19.01,20.8
Steph Curry,2022-01-06 000000,avuEUB9WEk4,https://www.youtube.com/watch?v=avuEUB9WEk4,8.1997,0.0857,10.7089,3.2081,31.7264,0.3131,45.7582,neutral,50,19.37,18.3
Steph Curry,2021-12-07 000000,drdyN5D-eCU,https://www.youtube.com/watch?v=drdyN5D-eCU,67.8111,0.0168,9.7416,5.53,2.2006,3.1509,11.5489,angry,50,21.69,10.5
Steph Curry,2021-11-27 000000,LavfQhWsZm0,https://www.youtube.com/watch?v=LavfQhWsZm0,8.2194,0.0256,23.561,8.3704,30.7485,0.1147,28.9603,sad,50,22.72,29.5
Steph Curry,2021-11-25 000000,JEOfpG9hqVY,https://www.youtube.com/watch?v=JEOfpG9hqVY,2.7178,0.0011,2.3872,72.0015,8.9606,1.8559,12.0759,happy,50,22.65,23.8
Steph Curry,2021-10-29 000000,TBIsOS9tXZo,https://www.youtube.com/watch?v=TBIsOS9tXZo,16.2062,0.3483,13.4691,0.7578,45.8963,0.4124,22.9099,sad,50,22.66,16.6
Terance Mann,2022-03-07 000000,njfUKflbL0s,https://www.youtube.com/watch?v=njfUKflbL0s,67.9563,0.0025,13.1948,0.497,2.8557,0.4329,15.0609,angry,50,8.96,3.3
Terance Mann,2021-12-19 000000,E7eSerzOn9g,https://www.youtube.com/watch?v=E7eSerzOn9g,2.9386,0.0005,42.8708,0.0748,37.498,5.3085,11.3088,fear,50,8.32,11.6
